1.986021995544433594e+00,-2.041208744049072266e+00
2.332252740859985352e+00,-2.338550329208374023e+00
1.521837830543518066e+00,-1.751716613769531250e+00
-6.025857925415039062e-01,7.277043461799621582e-01
-7.908773422241210938e-01,9.134535193443298340e-01
1.387935400009155273e+00,-1.519945025444030762e+00
-1.388582348823547363e+00,1.381138205528259277e+00
1.586594104766845703e+00,-1.474795818328857422e+00
-6.296578049659729004e-01,6.454129815101623535e-01
-1.064634919166564941e+00,8.420227766036987305e-01
